duration	q1.1	q2.1	q2.2	q2.3	q2.4	q2.5	q2.6	q2.6_1	q2.6_2	q2.6_3	q2.6_4	q2.6_5	q2.7	nq	q2.8_1	q2.8_2	q2.8_3	q2.8_4	q2.8_5	q2.8_6	q2.8_7	q2.8_8	q2.8_9	q2.8_10	q2.8_11	q2.8_12	q2.8_12_t	q2.9_1	q2.9_2	q2.9_3	q2.9_4	q2.9_5	q2.9_6	q2.9_7	q2.9_8	q2.9_9	q2.9_10	q2.9_11	q2.10	q3.2	q3.3	q3.4	q3.5	q3.6	q3.7	q3.8	q4.1	q4.2	q4.3	q4.4	q4.5	q4.6	q5.1	q5.2	q5.3	q5.4	q5.5	q5.6	q6.1	q6.2	q6.2_1	q6.2_2	q6.2_3	q6.2_4	q6.2_5	q6.2_6	q6.2_7	q6.2_8	q6.2_9	q6.2_10	age	q7.3	gender	minority	q7.5	q7.6	q7.7	career.stage	q7.7_7_t	q7.8	inst
411	1	4	3	2	1	2	1,3,4	1	NA	1	1	NA	4	6	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	5	2	5	5	5	5	1	5	1	1	NA	4	2	1	5	5	4	1	1	5	4	3	2	5	5	1	1	1	1	1	1	3	1,2,6,7,8	1	1	NA	NA	NA	1	1	1	NA	NA	45	1	W	2	138	138	6	Senior permanent	NA	1	univ
3239	1	1	1	4	2	4	1	1	NA	NA	NA	NA	1	0	3	4	5	4	1	3	4	3	4	1	1	1	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	5	3	4	5	5	4	2	2	1	1	1	2	1,4,5,6,8,10	1	NA	NA	1	1	1	NA	1	NA	1	29	1	W	5	187	10	2	Pre-doctoral	NA	2	res_inst
847	1	1	2	4	2	2	1,3	1	NA	1	NA	NA	1	0	3	5	5	4	3	1	5	1	4	2	1	NA	NA	2	4	4	3	1	2	1	2	1	1	4	4	NS	NS	NS	NS	NS	NS	NS	4	4	3	4	2	4	4	2	1	3	1	1	2	1,2,3,4,5,6,7,9,10,11	1	1	1	1	1	1	1	NA	1	1	28	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
323	1	5	4	4	1	2	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	4	4	2	3	5	4	5	2	NA	7	NS	NS	NS	NS	NS	NS	NS	5	4	4	4	4	4	2	3	1	3	1	1	9	1,6,7,8,9	1	NA	NA	NA	NA	1	1	1	1	NA	36	1	W	5	163	185	6	Senior permanent	NA	1	univ
390	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	5	5	5	2	1	4	2	4	4	4	4	2	2	1	1	1	1	9	4,5,6	NA	NA	NA	1	1	1	NA	NA	NA	NA	27	2	M	NA	163	163	2	Pre-doctoral	NA	2	res_inst
1230	1	2	2	4	1	4	1	1	NA	NA	NA	NA	2	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	3	3	4	2	1	3	1	3	2	3	4	2	2	1	2	1	1	2	1,3,4,5,6,7,8,9,10	1	NA	1	1	1	1	1	1	1	1	28	2	M	5	163	163	2	Pre-doctoral	NA	2	res_inst
1776	1	2	2	4	1	4	1,3	1	NA	1	NA	NA	2	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	3	4	5	4	2	1	4	4	3	4	4	5	2	1	1	1	1	1	2	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1	NA	NA	40	2	M	5	163	163	4	Post-doctoral	NA	6	other
502	1	1	2	4	2	2	6	NA	NA	NA	NA	NA	2	1	3	4	3	5	3	3	5	2	3	4	1	NA	NA	5	3	3	3	3	3	1	3	3	1	NA	4	NS	NS	NS	NS	NS	NS	NS	1	4	4	4	5	5	1	4	3	3	2	1	3	1,2,4,6,7,8,10	1	1	NA	1	NA	1	1	1	NA	1	36	1	W	5	191	163	2	Pre-doctoral	NA	1	univ
353	1	2	2	4	1	4	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	5	5	5	2	1	5	1	5	5	5	5	1	1	1	1	1	1	2	3,5,6	NA	NA	1	NA	1	1	NA	NA	NA	NA	28	2	M	5	163	163	2	Pre-doctoral	NA	1	univ
772	1	2	2	3	3	1	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	2	4	4	4	2	1	4	4	4	4	4	4	2	2	1	2	2	2	2	5,6,7,8	NA	NA	NA	NA	1	1	1	1	NA	NA	33	2	M	5	163	168	4	Post-doctoral	NA	1	univ
601	1	4	2	1	2	4	1	1	NA	NA	NA	NA	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	4	2	1	4	2	4	4	4	4	1	1	1	3	1	2	2	1,5,6,7,8	1	NA	NA	NA	1	1	1	1	NA	NA	36	1	W	5	163	163	4	Post-doctoral	NA	2	res_inst
391	1	2	2	4	1	3	1,3	1	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	7	2	1	5	5	5	3	1	5	2	3	4	4	5	1	1	1	1	1	1	2	6,8	NA	NA	NA	NA	NA	1	NA	1	NA	NA	34	2	M	NA	163	163	4	Post-doctoral	NA	1	univ
837	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	2	1	4	4	4	2	2	4	3	3	2	4	4	1	2	1	1	1	1	3	1,2,7	1	1	NA	NA	NA	NA	1	NA	NA	NA	34	1	W	5	138	138	4	Post-doctoral	NA	1	univ
1301	1	2	2	4	2	2	NA	NA	NA	NA	NA	NA	1	0	1	2	4	3	3	1	2	1	4	1	1	NA	NA	1	1	3	3	3	1	3	3	1	2	NA	4	2	1	5	5	3	1	2	4	4	4	4	4	5	1	2	2	1	1	1	2	1,3,4,5,6,8,10	1	NA	1	1	1	1	NA	1	NA	1	33	1	W	5	163	163	4	Post-doctoral	NA	1	univ
446	1	2	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	1	3	4	3	2	2	1	4	2	2	2	3	3	3	1	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	M	5	163	163	4	Post-doctoral	NA	1	univ
333	1	5	NA	4	1	2	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	1	2	2	1	1	4	1	2	1	NA	4	NS	NS	NS	NS	NS	NS	NS	4	4	4	4	4	4	1	2	1	2	1	1	3	1,5,6,7,8,9	1	NA	NA	NA	1	1	1	1	1	NA	37	1	W	5	163	163	4	Post-doctoral	NA	2	res_inst
799	1	2	2	4	2	3	6	NA	NA	NA	NA	NA	1	0	2	3	3	3	2	4	4	4	4	3	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	5	1	NS	NS	NS	NS	NS	1	5	4	4	3	4	5	1	2	1	1	1	1	2	1,3,5,6,7,8,10	1	NA	1	NA	1	1	1	1	NA	1	29	1	W	5	163	163	2	Pre-doctoral	NA	2	res_inst
584	1	2	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	1	1	2	1	2	2	2	2	1	NA	2	2	1	4	5	2	1	1	4	2	3	4	5	5	2	3	2	1	1	1	9	2,5,6,7,8	NA	1	NA	NA	1	1	1	1	NA	NA	31	1	W	NA	163	163	4	Post-doctoral	NA	1	univ
